ApplNo,ProductNo,TECode
204216,001,AP
204216,002,AP
075772,001,AP
075772,002,AP
074802,001,AP
074802,002,AP
211445,001,AP
091065,001,AP
091065,002,AP
076271,002,AP
077942,001,AP
077942,002,AP
076051,001,AP
214533,001,AP
090699,001,AP
075303,001,AP
075239,001,AP
075240,001,AP
075431,001,AP
016679,001,AP
019632,001,AP
016682,001,AP
209338,001,AP
017641,001,AP
009330,002,AP
217021,001,AP
217021,002,AP
217021,003,AP
217021,005,AP
217021,004,AP
089384,001,AP
089717,001,AP
216590,001,AP
216590,002,AP
216590,003,AP
216590,004,AP
216590,005,AP
040258,001,AP
040286,001,AP
040056,001,AP
040335,001,AP
203800,001,AP
203800,002,AP
203800,003,AP
200753,001,AP
200753,002,AP
200753,003,AP
200855,001,AP
209110,001,AP
075861,001,AP
217430,001,AP
075567,001,AP
205540,001,AP
205540,002,AP
091644,001,AP
091644,002,AP
200674,001,AP
200674,002,AP
200674,003,AP
206908,001,AP
206908,002,AP
206908,003,AP
091375,001,AP
091375,002,AP
091375,003,AP
078579,001,AP
078579,002,AP
078579,003,AP
090343,001,AP
090343,002,AP
090343,003,AP
007513,001,AP
219535,001,AP
214336,001,AP
214339,001,AP
214336,002,AP
214339,002,AP
208474,001,AP
207182,001,AP
207182,002,AP
088586,002,AP
088586,003,AP
088328,001,AP
083158,001,AP
088329,001,AP
040078,001,AP
083158,002,AP
088294,001,AP
212821,001,AP
212821,002,AP
083173,001,AP
083173,002,AP
217692,001,AP
217692,003,AP
217693,001,AP
217692,002,AP
217693,002,AP
214267,001,AP
214267,002,AP
214269,001,AP
208017,001,AP
080407,001,AP
080407,002,AP
019830,002,AP
018461,002,AP
019830,003,AP
018461,003,AP
019830,004,AP
018461,004,AP
208475,001,AP
089635,001,AP
088571,001,AP
089645,001,AP
089651,001,AP
089644,001,AP
088586,001,AP
088325,001,AP
088299,001,AP
088327,001,AP
203082,001,AP
203082,002,AP
017584,001,AP
017584,002,AP
084625,001,AP
084625,002,AP
080408,001,AP
080408,002,AP
088295,001,AP
040302,001,AP
040302,002,AP
050317,001,AP
212770,001,AP
215657,001,AP
215082,001,AP
201746,001,AP
217598,001,AP
074243,001,AP
074243,002,AP
076150,001,AP
075025,001,AP
207967,001,AP
207967,002,AP
207967,003,AP
207966,001,AP
211965,001,AP
206486,001,AP
020488,001,AP
207349,001,AP
209932,001,AP
216597,001,AP
216597,002,AP
211966,001,AP
211966,002,AP
211966,003,AP
206485,003,AP
206485,004,AP
206485,001,AP
206485,005,AP
206485,002,AP
213917,001,AP
213917,002,AP
020309,003,AP
020309,001,AP
020309,002,AP
020309,004,AP
020309,005,AP
207350,001,AP
207350,002,AP
207350,003,AP
207350,004,AP
207350,005,AP
209642,001,AP
209642,002,AP
209642,003,AP
209911,001,AP
209911,002,AP
217583,001,AP
018962,001,AP
020006,002,AP
020006,003,AP
020006,004,AP
019603,004,AP
080677,001,AP
016269,006,AP
020006,001,AP
016964,001,AP
016964,006,AP
016964,012,AP
016964,005,AP
016964,009,AP
016964,004,AP
016964,008,AP
016964,013,AP
016964,007,AP
016964,010,AP
215397,001,AB
077235,001,AB
077334,001,AB
212824,001,AB
212844,001,AB
076553,001,AB
210227,001,AB
206018,001,AP
204817,001,AP
211463,001,AP
206523,001,AP
209197,001,AP
203655,001,AP
203393,001,AP
209826,001,AP
215024,001,AP
090303,001,AP
210947,001,AP
212960,001,AP
090270,001,AP
201379,001,AP
080445,001,AP
080455,007,AP
080445,002,AP
080455,008,AP
080445,003,AP
080455,009,AP
080445,004,AP
080455,010,AP
091404,002,AP
091404,001,AP
204139,002,AP
204139,001,AP
205883,002,AP
205883,001,AP
216154,002,AP
216154,001,AP
205835,002,AP
205835,001,AP
206141,002,AP
206141,001,AP
210773,002,AP
210773,001,AP
216424,002,AP
216424,001,AP
206086,002,AP
206086,001,AP
009830,001,AP
020134,001,AP
218252,001,AP
218609,001,AP
208306,001,AP
021624,001,AP
215488,001,AP
040266,001,AP
040263,001,AP
089341,001,AP
011719,010,AP
040716,001,AP
040767,001,AP
040768,001,AP
040632,001,AP
089340,001,AP
089343,001,AP
011719,012,AP
040843,001,AP
040843,002,AP
040843,004,AP
203407,003,AP
203407,001,AP
203407,002,AP
090029,001,AP
090039,001,AP
090039,002,AP
090193,001,AP
040889,001,AP
210043,001,AB
216502,001,AB
210043,002,AB
216502,002,AB
211930,001,AB
211930,002,AB
219145,001,AB
040557,001,AB
040557,002,AB
214297,001,AB
214297,002,AB
201835,002,AB
201835,003,AB
040719,001,AB
040794,001,AB
040719,002,AB
040794,002,AB
214870,002,AB
214870,001,AB
207549,001,AP
207549,002,AP
040612,001,AP
040583,001,AP
040583,002,AP
202691,002,AP
203125,001,AP
203125,002,AP
202691,001,AP
040888,004,AP
040888,005,AP
040888,001,AP
040888,002,AP
040888,003,AP
212396,004,AP
212396,005,AP
212396,001,AP
212396,002,AP
212396,003,AP
204756,001,AP
073118,001,AP
073135,001,AP
078950,001,AP
091045,001,AP
204205,001,AP
076495,001,AP
077761,001,AP
078085,001,AP
077360,001,AP
018900,001,AP
217665,001,AP
078084,001,AP
212435,001,AP
018890,002,AP
206191,001,AP
017808,002,AP
075154,002,AP
075154,001,AP
090696,001,AP
090850,001,AP
075243,001,AP
075247,002,AP
075324,001,AP
075421,002,AP
212847,001,AP
075243,002,AP
075247,001,AP
075324,002,AP
075421,001,AP
212847,002,AP
075293,001,AP
075293,002,AP
217504,001,AP
217504,002,AP
075494,001,AP
075494,002,AP
203460,001,AP
203460,002,AP
075857,001,AP
075857,002,AP
090315,001,AP
090315,002,AP
090316,001,AP
090316,002,AP
214380,001,AP
075936,001,AP
075530,001,AP
075660,001,AP
077966,001,AP
203280,001,AP
211671,001,AP
216373,001,AP
209666,001,AP
209666,002,AP
075834,001,AP
075834,002,AP
213585,001,AP
213585,002,AP
078113,001,AP
078113,002,AP
090038,001,AP
090038,002,AP
204393,001,AP
204393,002,AP
064144,001,AP
064144,002,AP
064144,003,AP
216732,001,AP
216732,002,AP
216732,003,AP
211269,001,AP
211269,002,AP
211269,003,AP
215687,001,AP
215687,002,AP
216648,001,AP
064180,001,AP
064117,002,AP
064180,002,AP
064117,003,AP
214505,001,AP
214505,002,AP
214504,001,AP
202670,001,AP
202670,002,AP
203386,001,AP
077496,001,AP
077496,002,AP
077496,003,AP
076611,001,AP
076611,002,AP
076611,003,AP
076871,001,AP
076871,002,AP
076871,003,AP
077356,001,AP
077356,002,AP
077356,003,AP
211452,001,AP
205758,001,AP
211452,002,AP
205758,002,AP
211452,003,AP
205758,003,AP
211452,004,AP
073509,001,AP
073510,001,AP
202515,001,AP
202515,002,AP
202515,003,AP
202515,004,AP
215371,001,AP
214283,001,AP
212130,001,AP
203859,001,AP
216390,001,AP
203575,001,AP
204043,001,AP
204473,001,AP
090560,001,AP
090560,002,AP
091613,001,AP
091613,002,AP
091614,001,AP
090002,001,AP
090002,002,AP
090005,001,AP
200002,001,AP
200002,002,AP
090582,001,AP
090582,002,AP
090580,001,AP
070299,001,AP
216624,001,AP
216624,002,AP
214785,001,AP
214792,001,AP
214785,002,AP
216977,001,AP
213209,001,AP
213279,001,AP
212456,001,AP
213573,001,AP
213573,002,AP
212300,002,AP
212300,001,AP
070172,001,AP
070256,001,AP
070257,001,AP
072076,001,AP
218404,001,AP
204997,001,AP
205014,001,AP
213843,001,AP
215964,001,AP
208871,001,AP
208872,001,AP
207633,001,AP
207634,001,AP
083246,001,AP
009435,002,AP
009435,006,AP
009435,007,AP
090534,001,AP
217548,001,AP
211121,001,AP
022276,001,AP
090671,001,AP
216420,001,AP
090664,001,AP
020122,001,AP
210839,001,AP
219163,001,AP
040859,001,AP
219443,001,AP
214455,001,AP
217575,001,AP
211382,001,AP
214323,001,AP
040462,001,AP
203662,001,AP
040455,001,AP
211242,001,AP
218758,001,AP
211359,001,AP
019531,002,AP
020314,001,AP
077450,001,AP
077450,002,AP
216839,002,AP
216807,001,AP
216839,001,AP
216807,002,AP
204669,001,AP
204669,002,AP
203765,001,AP
204669,003,AP
203765,002,AP
075957,001,AP
075957,002,AP
075959,001,AP
075957,003,AP
075959,002,AP
091041,001,AP
091041,002,AP
210317,001,AB
210317,002,AB
210317,003,AB
076330,001,AP
076330,002,AP
077457,001,AP
077457,002,AP
077457,003,AP
079198,001,AP
079198,002,AP
079198,003,AP
090834,001,AP
090834,002,AP
090834,003,AP
076313,001,AP
076313,003,AP
076313,002,AP
206846,001,AP
076974,001,AP
079224,001,AP
090648,001,AP
076967,001,AP
077365,001,AP
077473,001,AP
203711,001,AP
077430,001,AP
077577,001,AP
078287,001,AP
076972,001,AP
202253,001,AP
077011,001,AP
077541,001,AP
077548,001,AP
077551,001,AP
077716,001,AP
040463,001,AP
040484,001,AP
090585,001,AP
084779,001,AP
013684,002,AP
013684,006,AP
013684,004,AP
013684,008,AP
013684,003,AP
013684,007,AP
013684,001,AP
013684,005,AP
201539,001,AP
201539,002,AP
201538,001,AP
206198,001,AP
206198,002,AP
206199,001,AP
091486,002,AP
091245,001,AP
207147,001,AP
207147,002,AP
207148,001,AP
018248,001,AP
018248,002,AP
018243,001,AP
018243,002,AP
200219,001,AP
091676,001,AP
091676,002,AP
205720,001,AP
090130,001,AP
216874,001,AP
077574,001,AP
207326,001,AP
075190,001,AP
076131,001,AP
213434,001,AP
075184,001,AP
077433,001,AP
077433,003,AP
078156,001,AP2
078156,002,AP
078156,003,AP2
075290,001,AP
021113,001,AP1
075290,003,AP
021113,002,AP1
075841,001,AP2
075841,002,AP
075841,003,AP2
078520,001,AP2
078520,002,AP2
078373,001,AP1
078373,002,AP1
205043,002,AP
205043,001,AP
065149,002,AP
065149,003,AP
065448,001,AP
065448,002,AP
065079,002,AP
065079,003,AP
019264,001,AP
213806,001,AP
206666,001,AP
206982,001,AP
206677,001,AP
203619,001,AP
206404,001,AP
077841,001,AP
060657,002,AP
060657,003,AP
040235,001,AP
207686,001,AP
040573,001,AP
084307,001,AP
219212,001,AB1
214966,001,AB
207719,001,AB1
217386,001,AB1
083722,001,AB
065498,001,AP
065498,002,AP
065498,003,AP
203719,001,AP
203719,002,AP
203719,003,AP
203720,001,AP
065523,001,AP
065523,002,AP
065523,003,AP
090498,001,AP
065458,001,AP
065458,002,AP
065458,003,AP
207847,001,AP
207848,002,AP
207847,002,AP
207847,003,AP
207848,001,AP
208674,001,AP
208674,002,AP
208674,003,AP
208675,001,AP
065362,001,AP
065363,001,AP
065362,002,AP
065363,002,AP
065362,003,AP
065363,003,AP
203557,001,AP
203557,002,AP
204959,001,AP
204959,002,AP
204959,003,AP
217243,001,AP
206996,001,AP
206996,002,AP
206996,003,AP
207146,001,AP
018261,001,AP
018261,002,AP
017378,002,AP
206589,001,AP
065372,001,AP
207322,001,AP
202766,001,AP
206203,001,AP
212692,001,AP
217515,001,AP
018896,001,AP
085870,001,AP
080205,001,AP
217704,001,AP
019630,008,AP
019630,014,AP
019630,020,AP
019630,026,AP
078446,001,AP
019630,010,AP
019630,016,AP
019630,022,AP
019630,028,AP
019699,004,AP
017648,005,AP
212347,001,AP
017648,001,AP
212347,003,AP
019708,004,AP
017648,002,AP
212347,002,AP
019630,012,AP
019630,018,AP
019630,024,AP
019630,030,AP
019699,006,AP
211087,001,AP
211087,002,AP
214727,001,AP
214727,002,AP
212348,001,AP
213523,001,AP
213523,005,AP
018008,005,AP
018008,006,AP
018362,009,AP
018362,005,AP
019904,001,AP
019904,005,AP
020161,005,AP
020161,001,AP
019367,006,AP
211087,005,AP
211087,003,AP
214727,004,AP
214727,003,AP
019367,004,AP
019367,005,AP
019685,002,AP
212348,002,AP
018365,001,AP
213523,002,AP
018008,007,AP
018362,010,AP
213445,001,AP
019308,005,AP
019691,005,AP
019904,006,AP
019904,002,AP
020161,002,AP
020161,006,AP
019686,001,AP
019367,007,AP
213523,003,AP
018008,008,AP
018362,002,AP
211087,004,AP
214727,005,AP
019367,008,AP
213523,004,AP
018008,009,AP
018362,003,AP
213445,002,AP
019308,007,AP
019691,009,AP
019904,004,AP
020161,004,AP
019686,002,AP
088901,001,AP
088908,001,AP
021038,005,AP
021038,004,AP
021038,001,AP
021038,002,AP
021038,003,AP
078959,001,AP
218674,001,AP
218674,002,AP
218135,001,AP
218135,002,AP
089069,001,AP
089070,001,AP
088636,001,AP
206332,001,AP
206332,002,AP
214192,001,AP
204147,001,AP
214379,001,AP
213873,001,AP
214107,001,AP
089903,001,AP
210710,001,AP
040540,001,AP
212257,001,AP
213626,001,AP
210965,001,AO
075906,001,AO
091033,001,AO
215634,001,AO
050709,001,AP
020131,001,AP
083312,001,AP
083312,002,AP
040737,001,AP
040737,002,AP
217525,001,AB
217013,001,AB
206408,001,AB
205067,001,AB
074848,001,AB
077908,001,AB
205576,001,AB
075102,001,AB
075826,001,AP
077760,001,AP
018484,001,AP
008845,006,AP
017398,001,AP
206223,001,AP
206223,002,AP
206223,003,AP
210594,001,AP
210594,002,AP
210594,003,AP
215635,001,AP
215635,002,AP
215635,003,AP
078378,001,AP
050627,001,AP
065502,001,AP
091181,001,AP
064217,001,AP
205039,001,AP
065421,001,AP
020002,001,AP
016693,001,AP
018251,001,AP
216234,001,AP
216234,002,AP
206206,001,AP
206206,002,AP
078651,001,AP
078651,002,AP
205656,001,AP
205656,002,AP
078519,001,AP
078519,002,AP
219674,001,AP
219674,002,AP
213453,001,AP
213453,002,AP
079199,001,AP
079199,002,AP
210437,001,AP
210437,002,AP
212668,001,AP
212668,002,AP
091458,001,AP
091458,002,AP
079195,001,AP
079195,002,AP
215684,001,AP
215684,002,AP
217092,001,AP
091115,001,AP
091115,002,AP
204679,001,AP
204679,002,AP
050573,001,AP
019667,001,AP
019667,002,AP
019667,003,AP
021008,001,AB
021008,002,AB
021008,003,AB
070966,001,AP
070967,001,AP
070552,001,AP
018304,001,AP
070968,001,AP
018304,004,AP
070553,001,AP
018304,002,AP
018304,005,AP
070554,001,AP
018304,003,AP
219701,001,AP
211091,001,AP
211091,002,AP
211091,003,AP
202679,001,AP
202981,001,AP
202494,001,AP
202432,001,AP
202494,002,AP
203449,001,AP
216042,001,AP
216364,001,AP
217594,001,AP
019635,001,AP
018016,001,AP
208122,001,AP
019759,001,AP
018090,001,AP
017464,001,AP
019635,002,AP
207310,001,AP
078177,001,AP
076316,001,AP
019480,001,AP
207956,001,AP
016366,001,AP
212248,001,AP
217796,001,AP
019635,003,AP
019022,001,AP
209476,001,AP
019635,004,AP
019022,002,AP
078215,001,AB
209493,001,AP
214971,001,AP
211016,001,AP
210114,001,AP
209352,001,AP
210763,001,AP
207499,001,AP
209584,001,AP
207426,001,AP
214199,001,AP
210882,001,AP
209937,001,AP
009866,001,AP
011856,006,AP
011856,007,AP
011856,003,AP
011856,004,AP
011856,005,AP
040541,002,AP
075941,001,AP
016619,001,AP
214308,001,AP
211432,001,AP
210231,001,AP
213810,001,AP
218878,001,AP
216003,001,AP
214491,001,AP
210698,001,AP
211346,001,AP
217885,001,AP
214246,001,AP
213229,001,AP
214514,001,AP
214879,001,AP
215022,001,AP
211589,001,AP
211625,001,AP
209467,001,AP
019050,001,AP
074413,001,AP
074534,001,AP
206607,001,AP
212231,001,AP
073303,001,AP
217108,001,AP
020449,005,AP
062662,002,AP
064032,001,AP
062662,003,AP
064032,002,AP
062662,004,AP
019882,001,AP
017538,001,AP
078809,001,AP
078098,001,AP
078806,001,AP
078242,001,AP
018107,001,AP
215146,001,AP
206489,001,AP
208994,001,AP
200122,001,AP
076887,001,AP
078630,001,AP
207742,001,AO
210362,001,AO
210362,002,AO
211817,001,AO
211817,002,AO
090387,001,AO
090387,002,AO
091244,001,AO
040530,001,AO
040615,001,AO
040615,002,AO
206368,001,AO
215351,001,AO
215351,002,AO
212659,001,AO
091120,001,AO
040575,001,AO
218471,001,AP
215692,001,AP
080571,001,AP
208703,001,AP
080556,001,AP
217800,001,AP
091623,001,AP
217181,001,AP
206106,001,AP
080575,001,AP
211831,001,AP
210337,001,AP
209150,001,AP
208242,001,AP
075547,001,AP
206965,001,AP
217519,001,AP
050789,001,AP
065122,001,AP
065122,002,AP
211189,001,AP
209621,001,AP
209621,002,AP
063117,001,AP
063111,001,AP
065407,001,AP
217029,001,AP
205685,001,AP
065013,001,AP
065120,001,AP
209346,001,AP
202351,001,AP
090620,001,AP
201191,001,AP
091089,001,AP
206962,001,AP
091284,001,AP
091199,001,AP
201885,001,AP
208840,001,AP
209860,001,AP
203521,001,AP
212360,001,AP
202373,001,AP
205035,001,AP
207239,001,AP
202436,001,AP
206713,001,AP
091657,001,AP
212676,001,AP
201580,001,AP
207550,001,AB
218773,001,AB
218421,001,AB
212400,001,AB
215254,001,AB
213543,001,AB
212567,001,AB
209852,001,AB
021248,002,AP
020630,001,AP
020630,002,AP
020630,003,AP
050608,002,AP
050608,001,AP
050608,005,AP
076539,001,AP
078523,001,AP
076295,001,AP
216591,002,AP
216591,001,AP
205780,002,AP
205779,001,AP
205779,002,AP
205780,001,AP
062663,002,AP
062663,003,AP
062663,004,AP
062663,001,AP
062663,005,AP
205694,002,AP
205694,003,AP
205694,004,AP
205694,001,AP
203300,002,AP
204107,002,AP
204360,001,AP
204360,002,AP
204107,001,AP
206616,001,AP
062912,001,AP
062933,001,AP
063076,001,AP
063076,002,AP
062911,001,AP
062931,001,AP
062912,002,AP
062933,002,AP
065401,002,AP
065401,001,AP
215197,002,AP
215196,001,AP
215196,002,AP
215197,001,AP
215195,001,AP
065397,002,AP
065432,001,AP
091554,001,AP
065397,001,AP
200837,001,AP
200837,002,AP
212332,002,AP
215821,001,AP
215821,002,AP
212332,001,AP
204125,001,AP
204125,002,AP
206670,001,AP
206670,002,AP
205390,001,AP
205390,002,AP
075549,001,AP
203725,001,AP
075549,002,AP
203725,002,AP
075164,001,AP
075164,002,AP
074688,001,AP
074688,002,AP
090243,001,AP
090243,002,AP
078274,001,AP
078274,002,AP
079001,001,AP
079001,002,AP
022260,002,AP2
022260,001,AP2
212965,001,AP
216471,001,AP
214361,001,AP
215829,001,AP
214653,001,AP
214215,001,AP
080557,003,AP
078011,001,AP
202017,001,AP
075992,001,AP
076461,001,AP
091106,001,AP
020351,001,AP
020351,002,AP
087954,001,BP
087955,001,AB1
006488,008,AP
006488,007,AP
006488,010,AP
006488,002,AP
006488,012,AP
006488,017,AP
006488,019,AP
006488,004,AP
212007,001,AP
217625,001,AP
216152,001,AP
018959,001,AP
050733,001,AP
201741,001,AP
217466,001,AP
210968,001,AP
218116,001,AP
201588,001,AP
211072,001,AP
021346,004,AB
021346,001,AB
021346,002,AB
021346,003,AB
214068,001,AB
214068,002,AB
214068,003,AB
214068,004,AB
021253,001,AP
065305,003,AP
065305,004,AP
065305,001,AP
065305,002,AP
065342,003,AP
065342,004,AP
065342,001,AP
065342,002,AP
203702,003,AP
203702,004,AP
203702,001,AP
203702,002,AP
065169,003,AP
065169,004,AP
065169,001,AP
065169,002,AP
065391,003,AP
065391,001,AP
065391,002,AP
064125,001,AB
065048,001,AB
208790,001,AP
209133,001,AP
212040,001,AP
218067,001,AP
207647,001,AP
021337,001,AP
020800,003,BX
020800,004,BX
090589,002,AB
090589,001,AB
019430,001,AB
019430,002,AB
091193,001,AP
091193,002,AP
091193,003,AP
210777,001,AP
210048,001,AP
210315,001,AP
210048,002,AP
209592,001,AP
209594,001,AP
209592,002,AP
217324,001,AP
217324,002,AP
217324,003,AP
022462,001,AP
022462,002,AP
022462,004,AP
022462,003,AP
020075,003,AP
020075,001,AP
020075,002,AP
021539,001,AP
207358,001,AP
200644,001,AP
213693,001,AP
215620,001,AP
217182,001,AP
203173,001,AP
091684,001,AP
218397,001,AP
208166,001,AP
022186,001,AP
203779,001,AP
204352,001,AP
203783,001,AP
203700,001,AP
022119,001,AP
207025,001,AP
210524,001,AP
204514,001,AP
203938,001,AP
203321,001,AP
215083,001,AP
204457,001,AP
204535,001,AP
204515,001,AP
204455,001,AP
204510,001,AP
204547,001,AP
204465,001,AP
203543,001,AP
203812,001,AP
204496,001,AP
211698,001,AP
209507,001,AP
211740,001,AP
204506,001,AP
020873,001,AP
205570,001,AP
022485,001,AP
021877,001,AP
206551,001,AP
201577,001,AP
205962,001,AP
090189,001,AP
091602,001,AP
202471,001,AP
210031,001,AP
213078,001,AP
206775,001,AP
206775,002,AP
206775,003,AP
206775,004,AP
090475,001,AP
090475,002,AP
090475,003,AP
091268,002,AP
205487,001,AP
205487,002,AP
205487,003,AP
205487,004,AP
077247,003,AP
077266,003,AP
077266,004,AP
207324,001,AP
207324,002,AP
207324,003,AP
207324,004,AP
077244,001,AP
077244,002,AP
077244,003,AP
077244,004,AP
076517,001,AP
076517,002,AP
076517,003,AP
077059,001,AP
208487,001,AP
208487,002,AP
208487,003,AP
208487,004,AP
077269,001,AP
077269,002,AP
077269,003,AP
077269,004,AP
078280,001,AP
078280,002,AP
078280,003,AP
077926,001,AP
077926,002,AP
077926,003,AP
077861,001,AP
077861,002,AP
077861,003,AP
077861,004,AP
019734,004,AP
019734,003,AP
206319,001,AP
203155,001,AP
203475,001,AP
206033,001,AP
203131,001,AP
214569,001,AP
205539,001,AP
215355,001,AP
213472,001,AP
210756,001,AP
212959,001,AP
212265,001,AP
212117,001,AP
210984,001,AP
204607,001,AP
212826,001,AP
207100,001,AP
202969,001,AP
209056,001,AP
214486,001,AP
207181,001,AP
214046,001,AP
203349,002,AP
215732,001,AP
203778,001,AP
216125,001,AP
203710,001,AP
203837,001,AP
203816,001,AP
203603,001,AP
203603,002,AP
204385,001,AP
021870,002,AP
204525,001,AP
203920,001,AP
204759,001,AP
203942,001,AP
204333,001,AP
203612,001,AP
208679,001,AP
203904,001,AP
204472,001,AP
204512,001,AP
079086,001,AP
204264,001,AP
203664,001,AP
204546,001,AP
203771,001,AP
203591,001,AP
204463,001,AP
203801,001,AP
203811,001,AP
203902,001,AP
203990,001,AP
204531,001,AP
209341,001,AP
203246,002,AP
204498,001,AP
203709,001,AP
203935,001,AP
215709,001,AP
021980,001,AP
206058,001,AP
204222,001,AP
202235,001,AP
205332,001,AP
202671,001,AP
202402,001,AP
021872,001,AP
204312,001,AP
090876,001,AP
209781,001,AP
090981,001,AP
202869,001,AP
211954,001,AP
215980,001,AP
203308,001,AP
209474,001,AP
091627,001,AP
091485,001,AP
209705,001,AP
209705,002,AP
209705,003,AP
217059,003,AP
217059,001,AP
217059,002,AP
219562,002,AP
219562,003,AP
219562,001,AP
207160,002,AP
207160,003,AP
207160,001,AP
206880,002,AP
206880,003,AP
206880,001,AP
211356,002,AP
211356,003,AP
211356,001,AP
202543,002,AP
202543,003,AP
202543,001,AP
213532,002,AP
213532,003,AP
213532,001,AP
075811,001,AP
206992,001,AP
075739,001,AP
090913,001,AP
019884,001,AP
216438,001,AP
216438,002,AP
207344,001,AP
207344,002,AP
213261,001,AP
213261,002,AP
213363,001,AP
213363,002,AP
215381,001,AP
215381,002,AP
219273,001,AP
219273,002,AP
211713,001,AP
211713,002,AP
215241,001,AP
215241,002,AP
021506,002,AP
021506,003,AP
218554,001,AP
216346,001,AP
216934,001,AP
212605,001,AP
216038,001,AP
216948,001,AP
215057,001,AP
214809,001,AP
216510,001,AP
215037,001,AP
021903,001,AP
203978,002,AP
203978,001,AP
215592,001,AP
215592,002,AP
022276,002,AP
022276,003,AP
207474,001,AP
207474,002,AP
204880,001,AP
