ApplNo,ProductNo,TradeName,ActiveIngredient,Strength,DosageForm,Route,ReferenceListedDrugFlag,ReferenceStandardFlag,MarketingStatus,TECode,RxCUI_Ingredient,RxCUI_Product,LastUpdateDate
021029,006,TEMODAR,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,Y,N,DISCN,,,,
021029,004,TEMODAR,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,Y,N,DISCN,,,,
201528,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,RX,AB,,,
201528,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,RX,AB,,,
201528,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,RX,AB,,,
201528,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,RX,AB,,,
201528,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,RX,AB,,,
201528,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
203691,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,RX,AB,,,
203691,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,RX,AB,,,
203691,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,RX,AB,,,
203691,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,RX,AB,,,
203691,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,RX,AB,,,
203691,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,Y,RX,AB,,,
203490,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,DISCN,,,,
203490,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,DISCN,,,,
203490,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,DISCN,,,,
203490,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,DISCN,,,,
203490,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,DISCN,,,,
203490,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
204159,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,DISCN,,,,
204159,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,DISCN,,,,
204159,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,DISCN,,,,
204159,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,DISCN,,,,
204159,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,DISCN,,,,
204159,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
206413,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,RX,AB,,,
206413,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,RX,AB,,,
206413,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,RX,AB,,,
206413,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,RX,AB,,,
206413,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,RX,AB,,,
206413,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
204639,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,RX,AB,,,
204639,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,RX,AB,,,
204639,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,RX,AB,,,
204639,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,RX,AB,,,
204639,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,RX,AB,,,
204639,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
207658,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,RX,AB,,,
207658,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,RX,AB,,,
207658,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,RX,AB,,,
207658,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,RX,AB,,,
207658,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,RX,AB,,,
207658,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
205227,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,DISCN,,,,
205227,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,DISCN,,,,
205227,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,DISCN,,,,
205227,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,DISCN,,,,
205227,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,DISCN,,,,
205227,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
078879,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,DISCN,,,,
078879,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,DISCN,,,,
078879,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,DISCN,,,,
078879,005,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,DISCN,,,,
078879,006,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,DISCN,,,,
078879,004,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
210030,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,RX,AB,,,
210030,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,RX,AB,,,
210030,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,RX,AB,,,
210030,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,RX,AB,,,
210030,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,RX,AB,,,
210030,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
213328,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,DISCN,,,,
213328,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,DISCN,,,,
213328,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,DISCN,,,,
213328,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,DISCN,,,,
213328,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,DISCN,,,,
213328,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
206309,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,RX,AB,,,
206309,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,RX,AB,,,
206309,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,RX,AB,,,
206309,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,RX,AB,,,
206309,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,RX,AB,,,
206309,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
201742,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,RX,AB,,,
201742,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,RX,AB,,,
201742,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,RX,AB,,,
201742,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,RX,AB,,,
201742,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,RX,AB,,,
201742,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
203898,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,DISCN,,,,
203898,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,DISCN,,,,
203898,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,RX,AB,,,
203898,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,RX,AB,,,
203898,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,RX,AB,,,
203898,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
203959,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,DISCN,,,,
203959,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,DISCN,,,,
203959,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,DISCN,,,,
203959,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,DISCN,,,,
203959,005,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
206750,001,TEMOZOLOMIDE,TEMOZOLOMIDE,5MG,CAPSULE,ORAL,N,N,RX,AB,,,
206750,002,TEMOZOLOMIDE,TEMOZOLOMIDE,20MG,CAPSULE,ORAL,N,N,RX,AB,,,
206750,003,TEMOZOLOMIDE,TEMOZOLOMIDE,100MG,CAPSULE,ORAL,N,N,RX,AB,,,
206750,004,TEMOZOLOMIDE,TEMOZOLOMIDE,140MG,CAPSULE,ORAL,N,N,RX,AB,,,
206750,005,TEMOZOLOMIDE,TEMOZOLOMIDE,180MG,CAPSULE,ORAL,N,N,RX,AB,,,
206750,006,TEMOZOLOMIDE,TEMOZOLOMIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
089405,001,TENCON,ACETAMINOPHEN; BUTALBITAL,650MG;50MG,CAPSULE,ORAL,N,N,DISCN,,,,
219482,001,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 1MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
219482,002,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 2MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
219482,003,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 5MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
219482,004,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 10MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
074823,001,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 1MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
074823,002,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 2MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
074823,003,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 5MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
074823,004,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 10MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075667,001,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 1MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075667,002,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 2MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075667,003,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 5MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075667,004,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 10MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075614,002,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 1MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075614,001,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 2MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075614,003,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 5MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075614,004,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 10MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075498,001,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 1MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
075498,002,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 2MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
075498,003,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 5MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
075498,004,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 10MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
075317,001,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 1MG BASE,CAPSULE,ORAL,N,Y,RX,AB,,,
075317,002,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 2MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075317,003,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 5MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075317,004,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 10MG BASE,CAPSULE,ORAL,N,N,RX,AB,,,
075140,002,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 1MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
075384,001,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 1MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
075140,003,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 2MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
075384,002,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 2MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
075140,001,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 5MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
075384,003,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 5MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
075140,004,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 10MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
075384,004,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 10MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
076021,001,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 1MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
076021,002,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 2MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
076021,003,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 5MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
076021,004,TERAZOSIN HYDROCHLORIDE,TERAZOSIN HYDROCHLORIDE,EQ 10MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
050286,001,TERRAMYCIN,OXYTETRACYCLINE HYDROCHLORIDE,EQ 125MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
050286,002,TERRAMYCIN,OXYTETRACYCLINE HYDROCHLORIDE,EQ 250MG BASE,CAPSULE,ORAL,N,N,DISCN,,,,
011210,001,TESSALON,BENZONATATE,100MG,CAPSULE,ORAL,Y,N,RX,AA,,,
011210,003,TESSALON,BENZONATATE,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,CAPSULE,ORAL,Y,N,DISCN,,,,
083976,001,TESTRED,METHYLTESTOSTERONE,10MG,CAPSULE,ORAL,Y,N,DISCN,,,,
060343,001,TETRACHEL,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
060343,003,TETRACHEL,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
061802,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
061802,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
210674,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
210674,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,Y,RX,AB,,,
061471,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
060783,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
060783,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
210662,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
210662,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,RX,AB,,,
062752,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
062752,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,RX,AB,,,
060059,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
212635,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
212635,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,RX,AB,,,
060173,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,125MG,CAPSULE,ORAL,N,N,DISCN,,,,
060173,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
061148,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
061148,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
060768,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
060768,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
060469,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,100MG,CAPSULE,ORAL,N,N,DISCN,,,,
060469,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
060469,003,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
060704,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
060704,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
062085,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
060290,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
060290,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
062686,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
062686,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
061214,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
060736,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
060736,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
062540,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
062540,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
060471,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
060471,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
062300,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
062300,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
061837,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,RX,AB,,,
062103,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
062343,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
061837,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,RX,AB,,,
062103,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
062343,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
061685,001,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
061685,002,TETRACYCLINE HYDROCHLORIDE,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
060082,003,TETRACYN,TETRACYCLINE HYDROCHLORIDE,250MG,CAPSULE,ORAL,N,N,DISCN,,,,
060082,004,TETRACYN,TETRACYCLINE HYDROCHLORIDE,500MG,CAPSULE,ORAL,N,N,DISCN,,,,
061653,001,TETREX,TETRACYCLINE PHOSPHATE COMPLEX,EQ 100MG HYDROCHLORIDE,CAPSULE,ORAL,N,N,DISCN,,,,
061653,002,TETREX,TETRACYCLINE PHOSPHATE COMPLEX,EQ 250MG HYDROCHLORIDE,CAPSULE,ORAL,N,N,DISCN,,,,
061889,002,TETREX,TETRACYCLINE PHOSPHATE COMPLEX,EQ 250MG HYDROCHLORIDE,CAPSULE,ORAL,N,N,DISCN,,,,
050212,002,TETREX,TETRACYCLINE PHOSPHATE COMPLEX,EQ 250MG HYDROCHLORIDE,CAPSULE,ORAL,N,N,DISCN,,,,
061653,003,TETREX,TETRACYCLINE PHOSPHATE COMPLEX,EQ 500MG HYDROCHLORIDE,CAPSULE,ORAL,N,N,DISCN,,,,
061889,001,TETREX,TETRACYCLINE PHOSPHATE COMPLEX,EQ 500MG HYDROCHLORIDE,CAPSULE,ORAL,N,N,DISCN,,,,
050212,003,TETREX,TETRACYCLINE PHOSPHATE COMPLEX,EQ 500MG HYDROCHLORIDE,CAPSULE,ORAL,N,N,DISCN,,,,
213267,001,THALIDOMIDE,THALIDOMIDE,150MG,CAPSULE,ORAL,N,N,DISCN,,,,
020785,001,THALOMID,THALIDOMIDE,50MG,CAPSULE,ORAL,Y,N,RX,,,,
020785,002,THALOMID,THALIDOMIDE,100MG,CAPSULE,ORAL,Y,N,RX,,,,
020785,004,THALOMID,THALIDOMIDE,150MG,CAPSULE,ORAL,Y,N,RX,,,,
020785,003,THALOMID,THALIDOMIDE,200MG,CAPSULE,ORAL,Y,Y,RX,,,,
085263,001,THEOPHYLLINE,THEOPHYLLINE,100MG,CAPSULE,ORAL,N,N,DISCN,,,,
085263,002,THEOPHYLLINE,THEOPHYLLINE,200MG,CAPSULE,ORAL,N,N,DISCN,,,,
