ProductRxCUI,IngredientRxCUI,RxTTY,PreferredName,BrandName,GenericName,DosageForm,Route,Strength
1089968,161,SCD,acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,,acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,Oral Tablet,,500 MG
1090476,161,SCD,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 100 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 100 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,Oral Capsule,,250 MG
1090743,161,SCD,acetaminophen 500 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,,acetaminophen 500 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,Oral Tablet,,500 MG
1092189,161,SCD,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG Oral Tablet,,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG Oral Tablet,Oral Tablet,,500 MG
1092373,161,SCD,acetaminophen 33.3 MG/ML / diphenhydramine hydrochloride 1.67 MG/ML Oral Solution,,acetaminophen 33.3 MG/ML / diphenhydramine hydrochloride 1.67 MG/ML Oral Solution,Oral Solution,,33.3 MG
1093075,161,SCD,acetaminophen 325 MG / diphenhydramine hydrochloride 50 MG Oral Tablet,,acetaminophen 325 MG / diphenhydramine hydrochloride 50 MG Oral Tablet,Oral Tablet,,325 MG
1093083,161,SCD,acetaminophen 650 MG / diphenhydramine hydrochloride 50 MG Oral Tablet,,acetaminophen 650 MG / diphenhydramine hydrochloride 50 MG Oral Tablet,Oral Tablet,,650 MG
1094131,161,SCD,acetaminophen 65 MG/ML / dextromethorphan hydrobromide 2 MG/ML / diphenhydramine hydrochloride 2.5 MG/ML Oral Solution,,acetaminophen 65 MG/ML / dextromethorphan hydrobromide 2 MG/ML / diphenhydramine hydrochloride 2.5 MG/ML Oral Solution,Oral Solution,,65 MG
1094538,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
1094549,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / doxylamine succinate 6.25 MG Oral Capsule,,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / doxylamine succinate 6.25 MG Oral Capsule,Oral Capsule,,325 MG
1098435,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 100 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 100 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
1098496,161,SCD,acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG Oral Tablet,,acetaminophen 500 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG Oral Tablet,Oral Tablet,,500 MG
1099872,161,SCD,acetaminophen 500 MG / diphenhydramine citrate 38 MG Oral Tablet,,acetaminophen 500 MG / diphenhydramine citrate 38 MG Oral Tablet,Oral Tablet,,500 MG
1101534,161,SCD,acetaminophen 500 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 500 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,500 MG
1110988,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
1112864,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG Oral Tablet,Oral Tablet,,325 MG
1113397,161,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,Oral Suspension,,32 MG
1113522,161,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Solution,,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML Oral Solution,Oral Solution,,32 MG
1113705,161,SCD,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,Oral Solution,,21.7 MG
1116568,161,SCD,acetaminophen 32.5 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,Oral Solution,,32.5 MG
1116572,161,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,Oral Solution,,32.5 MG
1117245,161,SCD,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG Oral Capsule,,acetaminophen 500 MG / diphenhydramine hydrochloride 25 MG Oral Capsule,Oral Capsule,,500 MG
1147619,161,SCD,acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Oral Tablet,,acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG / phenylephrine hydrochloride 10 MG Oral Tablet,Oral Tablet,,650 MG
1147795,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,Oral Tablet,,325 MG
1148399,161,SCD,8 HR acetaminophen 650 MG Extended Release Oral Tablet,,8 HR acetaminophen 650 MG Extended Release Oral Tablet,Extended Release Oral Tablet,,650 MG
1189316,161,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution,,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Granules for Oral Solution,Granules for Oral Solution,,500 MG
1190931,161,SCD,acetaminophen 650 MG / dexbrompheniramine maleate 2 MG Oral Tablet,,acetaminophen 650 MG / dexbrompheniramine maleate 2 MG Oral Tablet,Oral Tablet,,650 MG
1193292,161,SCD,acetaminophen 250 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule,,acetaminophen 250 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule,Oral Capsule,,250 MG
1193293,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet,Oral Tablet,,325 MG
1233575,161,SCD,acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
1234871,161,SCD,acetaminophen 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,,acetaminophen 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,Oral Capsule,,356.4 MG
1234978,161,SCD,acetaminophen 712.8 MG / caffeine 60 MG / dihydrocodeine bitartrate 32 MG Oral Tablet,,acetaminophen 712.8 MG / caffeine 60 MG / dihydrocodeine bitartrate 32 MG Oral Tablet,Oral Tablet,,712.8 MG
1234999,161,SCD,acetaminophen 500 MG / dihydrocodeine bitartrate 10 MG Oral Tablet,,acetaminophen 500 MG / dihydrocodeine bitartrate 10 MG Oral Tablet,Oral Tablet,,500 MG
1235009,161,SCD,acetaminophen 500 MG / dihydrocodeine bitartrate 20 MG Oral Tablet,,acetaminophen 500 MG / dihydrocodeine bitartrate 20 MG Oral Tablet,Oral Tablet,,500 MG
1235011,161,SCD,acetaminophen 500 MG / dihydrocodeine bitartrate 30 MG Oral Tablet,,acetaminophen 500 MG / dihydrocodeine bitartrate 30 MG Oral Tablet,Oral Tablet,,500 MG
1236070,161,SCD,acetaminophen 21.7 MG/ML / chlorpheniramine maleate 0.13 MG/ML / dextromethorphan hydrobromide 0.67 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / chlorpheniramine maleate 0.13 MG/ML / dextromethorphan hydrobromide 0.67 MG/ML Oral Solution,Oral Solution,,21.7 MG
1236395,161,SCD,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,Oral Capsule,,250 MG
1236419,161,SCD,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,Oral Capsule,,250 MG
1236435,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,Oral Capsule,,325 MG
1237110,161,SCD,acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,,acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,Oral Solution,,33.3 MG
1241829,161,SCD,acetaminophen 325 MG / phenylephrine hydrochloride 5 MG / pyrilamine maleate 25 MG Oral Tablet,,acetaminophen 325 MG / phenylephrine hydrochloride 5 MG / pyrilamine maleate 25 MG Oral Tablet,Oral Tablet,,325 MG
1242618,161,SCD,acetaminophen 250 MG / doxylamine succinate 25 MG / salicylamide 150 MG Oral Tablet,,acetaminophen 250 MG / doxylamine succinate 25 MG / salicylamide 150 MG Oral Tablet,Oral Tablet,,250 MG
1242747,161,SCD,acetaminophen 162.5 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule,,acetaminophen 162.5 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Capsule,Oral Capsule,,162.5 MG
1243679,161,SCD,acetaminophen 325 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
1244918,161,SCD,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.25 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 1 MG/ML / doxylamine succinate 0.25 MG/ML Oral Solution,Oral Solution,,21.7 MG
1245169,161,SCD,acetaminophen 163 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 163 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,163 MG
1249617,161,SCD,acetaminophen 300 MG / butalbital 50 MG Oral Tablet,,acetaminophen 300 MG / butalbital 50 MG Oral Tablet,Oral Tablet,,300 MG
1250743,161,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,,acetaminophen 500 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,Oral Tablet,,500 MG
1251928,161,SCD,acetaminophen 500 MG / chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,,acetaminophen 500 MG / chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,Oral Tablet,,500 MG
1291948,161,SCD,acetaminophen 24 MG/ML / diphenhydramine hydrochloride 2.5 MG/ML Oral Solution,,acetaminophen 24 MG/ML / diphenhydramine hydrochloride 2.5 MG/ML Oral Solution,Oral Solution,,24 MG
1291951,161,SCD,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,Oral Solution,,21.7 MG
1292342,161,SCD,acetaminophen 43.3 MG/ML / chlorpheniramine maleate 0.267 MG/ML / dextromethorphan hydrobromide 2 MG/ML Oral Solution,,acetaminophen 43.3 MG/ML / chlorpheniramine maleate 0.267 MG/ML / dextromethorphan hydrobromide 2 MG/ML Oral Solution,Oral Solution,,43.3 MG
1293344,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,Oral Tablet,,325 MG
1294019,161,SCD,acetaminophen 325 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,,acetaminophen 325 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 30 MG Oral Tablet,Oral Tablet,,325 MG
1294201,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,Oral Capsule,,325 MG
1294607,161,SCD,acetaminophen 21.7 MG/ML / diphenhydramine hydrochloride 0.833 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / diphenhydramine hydrochloride 0.833 MG/ML Oral Solution,Oral Solution,,21.7 MG
1297288,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Oral Capsule,Oral Capsule,,325 MG
1297947,161,SCD,acetaminophen 500 MG / diphenhydramine citrate 38 MG Oral Powder,,acetaminophen 500 MG / diphenhydramine citrate 38 MG Oral Powder,Oral Powder,,500 MG
1298288,161,SCD,acetaminophen 650 MG / dextromethorphan hydrobromide 30 MG / diphenhydramine hydrochloride 50 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,,acetaminophen 650 MG / dextromethorphan hydrobromide 30 MG / diphenhydramine hydrochloride 50 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,Oral Tablet,,650 MG
1298348,161,SCD,acetaminophen 21.7 MG/ML / diphenhydramine hydrochloride 0.833 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / diphenhydramine hydrochloride 0.833 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,Oral Solution,,21.7 MG
1299646,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,Oral Capsule,,325 MG
1299662,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / pseudoephedrine hydrochloride 30 MG Oral Capsule,Oral Capsule,,325 MG
1303251,161,SCD,acetaminophen 100 MG / caffeine 2 MG / chlorpheniramine maleate 2 MG Oral Capsule,,acetaminophen 100 MG / caffeine 2 MG / chlorpheniramine maleate 2 MG Oral Capsule,Oral Capsule,,100 MG
1304853,161,SCD,acetaminophen 33.3 MG/ML / brompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,,acetaminophen 33.3 MG/ML / brompheniramine maleate 0.133 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,Oral Solution,,33.3 MG
1307244,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 15 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
1309062,161,SCD,acetaminophen 325 MG / guaifenesin 100 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / guaifenesin 100 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
1312260,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / phenylephrine hydrochloride 5 MG Oral Capsule,,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / phenylephrine hydrochloride 5 MG Oral Capsule,Oral Capsule,,325 MG
1313969,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Capsule,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Oral Capsule,Oral Capsule,,325 MG
1357553,161,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 1 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,Oral Solution,,32 MG
1359154,161,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet,Oral Tablet,,500 MG
1359455,161,SCD,acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution,,acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Solution,Oral Solution,,33.3 MG
1366825,161,SCD,acetaminophen 80 MG / chlorpheniramine maleate 0.5 MG / dextromethorphan hydrobromide 2.5 MG / pseudoephedrine hydrochloride 7.5 MG Chewable Tablet,,acetaminophen 80 MG / chlorpheniramine maleate 0.5 MG / dextromethorphan hydrobromide 2.5 MG / pseudoephedrine hydrochloride 7.5 MG Chewable Tablet,Chewable Tablet,,80 MG
1367204,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
1367205,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 15 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,325 MG
1367206,161,SCD,acetaminophen 325 MG / guaifenesin 200 MG / phenylephrine hydrochloride 10 MG Oral Tablet,,acetaminophen 325 MG / guaifenesin 200 MG / phenylephrine hydrochloride 10 MG Oral Tablet,Oral Tablet,,325 MG
1367210,161,SCD,acetaminophen 500 MG / caffeine 32.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet,,acetaminophen 500 MG / caffeine 32.5 MG / phenylephrine hydrochloride 5 MG Oral Tablet,Oral Tablet,,500 MG
1367384,161,SCD,acetaminophen 32 MG/ML / pheniramine maleate 0.8 MG/ML / phenylephrine hydrochloride 0.8 MG/ML Oral Solution,,acetaminophen 32 MG/ML / pheniramine maleate 0.8 MG/ML / phenylephrine hydrochloride 0.8 MG/ML Oral Solution,Oral Solution,,32 MG
1369842,161,SCD,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,Oral Solution,,21.7 MG
1369927,161,SCD,acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,,acetaminophen 33.3 MG/ML / dextromethorphan hydrobromide 1 MG/ML / pseudoephedrine hydrochloride 2 MG/ML Oral Solution,Oral Solution,,33.3 MG
1370113,161,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Suspension,,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Suspension,Oral Suspension,,32 MG
1370285,161,SCD,acetaminophen 16.7 MG/ML / caffeine 1.08 MG/ML Oral Solution,,acetaminophen 16.7 MG/ML / caffeine 1.08 MG/ML Oral Solution,Oral Solution,,16.7 MG
1370440,161,SCD,acetaminophen 50 MG/ML / chlorpheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 2 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,,acetaminophen 50 MG/ML / chlorpheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 2 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution,Oral Solution,,50 MG
1372312,161,SCD,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,,acetaminophen 32 MG/ML / chlorpheniramine maleate 0.2 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Suspension,Oral Suspension,,32 MG
1375932,161,SCD,acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML / phenylephrine hydrochloride 0.5 MG/ML Oral Solution,Oral Solution,,32.5 MG
1425315,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 6.25 MG / dextromethorphan hydrobromide 15 MG Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 6.25 MG / dextromethorphan hydrobromide 15 MG Oral Tablet,Oral Tablet,,325 MG
1426334,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG Oral Capsule,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG Oral Capsule,Oral Capsule,,325 MG
1431245,161,SCD,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / doxylamine succinate 0.417 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / doxylamine succinate 0.417 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,Oral Solution,,21.7 MG
1431286,161,SCD,acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule,,acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule,Oral Capsule,,300 MG
1432488,161,SCD,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule,,acetaminophen 250 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Oral Capsule,Oral Capsule,,250 MG
1435853,161,SCD,acetaminophen 325 MG / caffeine 20 MG / isometheptene mucate 65 MG Oral Tablet,,acetaminophen 325 MG / caffeine 20 MG / isometheptene mucate 65 MG Oral Tablet,Oral Tablet,,325 MG
1484879,161,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet,,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG / guaifenesin 400 MG / phenylephrine hydrochloride 10 MG Oral Tablet,Oral Tablet,,500 MG
152596,161,SCD,acetaminophen 500 MG / methionine 100 MG Oral Tablet,,acetaminophen 500 MG / methionine 100 MG Oral Tablet,Oral Tablet,,500 MG
152620,161,SCD,acetaminophen 240 MG Rectal Suppository,,acetaminophen 240 MG Rectal Suppository,Rectal Suppository,,240 MG
1534666,161,SCD,acetaminophen 650 MG / chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,,acetaminophen 650 MG / chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,Powder for Oral Solution,,650 MG
1534835,161,SCD,acetaminophen 650 MG / dextromethorphan hydrobromide 20 MG / doxylamine succinate 12.5 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,,acetaminophen 650 MG / dextromethorphan hydrobromide 20 MG / doxylamine succinate 12.5 MG / phenylephrine hydrochloride 10 MG Powder for Oral Solution,Powder for Oral Solution,,650 MG
1536457,161,SCD,acetaminophen 500 MG / codeine phosphate 8 MG Effervescent Oral Tablet,,acetaminophen 500 MG / codeine phosphate 8 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,500 MG
1536459,161,SCD,acetaminophen 500 MG / codeine phosphate 30 MG Effervescent Oral Tablet,,acetaminophen 500 MG / codeine phosphate 30 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,500 MG
1536477,161,SCD,acetaminophen 250 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,,acetaminophen 250 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,250 MG
1536880,161,SCD,acetaminophen 500 MG Effervescent Oral Tablet,,acetaminophen 500 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,500 MG
