BLANumber,ProperName,ProprietaryName,Applicant,DosageForm,Route,Strength,ReferenceProductName,IsReferenceProductFlag,BLAApprovalDate
125696,Peanut (Arachis hypogaea) Allergen Powder-dnfp,Palforzia,"Greer Laboratories, Inc.",Powder,Oral,300MG,<NA>,N,2020-01-31
125700,nadofaragene firadenovec-vncg,Adstiladrin,Ferring Pharmaceuticals A/S,For Suspension,Intravesical,3x10^11 viral particles (vp)/mL,N/A,Y,2022-12-16
125701,"Meningococcal (Groups A, C, Y, W) Conjugate Vaccine",Menquadfi,Sanofi Pasteur Inc.,Injection,Intramuscular,0.5ML,<NA>,N,2020-04-23
125703,Brexucabtagene Autoleucel,Tecartus,"Kite Pharma, Inc.",For Injection,Intravenous,2×10^6 CAR-positive viable T cells per kg body weight,<NA>,N,2020-07-24
125706,remestemcel-L-rknd,ryoncil,"Mesoblast, Inc.",Suspension,Intravenous,6.68X10^CELL/ML,N/A,Y,2024-12-18
125714,lisocabtagene maraleucel,Breyanzi,"Juno Therapeutics, Inc. a Bristol Myer-Squibb Company",Injection,Intravenous,4.6ML/VIAL,<NA>,N,2021-02-05
125717,betibeglogene autotemcel,Zynteglo,Bluebird Bio Inc.,For Injection,Intravenous,1.7-20 X 10^6CELL/ML,N/A,Y,2022-08-17
125720,valoctocogene roxaparvovec-rvox,Roctavian,Biomarin Pharmaceutical Inc.,Injection,Intravenous,16X 10E13GENOMES PER ML,<NA>,N,2023-06-29
125722,eladocagene exuparvovec-tneq,KEBILIDI,PTC Therapeutics,Suspension,Intraputaminal,5.6x10^11VG/ML,N/A,Y,2024-11-13
125730,Allogeneic cultured keratinocytes and dermal fibroblasts in murine collagen-dsat,StrataGraft,Stratatech Corporation,Cell Sheets,Topical,100CM SQUARED,N/A,Y,2021-06-15
125731,Pneumococcal 20-valent Conjugate Vaccine,Prevnar 20,Wyeth Pharmaceuticals LLC,Injection,Intramuscular,0.5 ML,N/A,Y,2021-06-08
125734,donislecel-jujn,Lantidra,CellTrans Inc.,Suspension,Intravenous,1X10E6EQUIVALENT ISLET NUMBER (EIN),<NA>,N,2023-06-28
125736,idecabtagene vicleucel,Abecma,"Celgene Corporation, a Bristol-Myers Squibb Company",Suspension,Intravenous,300 to 460 X 10^6 CHIMERIC ANTIGEN RECEPTOR (CAR)-POSITIVE T CELLS,N/A,Y,2021-03-03
125736,idecabtagene vicleucel,Abecma,"Celgene Corporation, a Bristol-Myers Squibb Company",Suspension,Intravenous,300 to 510 X 10^6 CHIMERIC ANTIGEN RECEPTOR (CAR)-POSITIVE T CELLS,N/A,Y,2024-04-04
125737,Hepatitis B Vaccine (Recombinant),Prehevbrio,"VBI Vaccines (Delaware), Inc.",For Injection,Intramuscular,10UG/ML,N/A,Y,2021-11-30
125738,omidubicel-onlv,OMISIRGE,Gamida Cell Ltd.,For Injection,Intravenous,">4.0x10^8 total viable cells, >2.4x10^7 CD3+ cells with 41mL dil sol; >8.0x10^8 total viable cells, >8.7% CD34+ cells, >9.2x10^7 CD34+ cells with 81mL dil so",N/A,Y,2023-04-17
125739,"fecal microbiota, live-jslm",Rebyota,Ferring Pharmaceuticals Inc.,Suspension,Rectal,BETWEEN 1X10^8 AND 5X10^10CFU,N/A,Y,2022-11-30
125740,Tick-Borne Encephalitis Vaccine,Ticovac,Pfizer Ireland Pharmaceuticals,Injection,Intramuscular,2.4UG/0.5ML,<NA>,N,2021-08-13
125740,Tick-Borne Encephalitis Vaccine,Ticovac,Pfizer Ireland Pharmaceuticals,Injection,Intramuscular,1.2UG/0.25ML,<NA>,N,2021-08-13
125741,Pneumococcal 15-valent Conjugate Vaccine,Vaxneuvance,Merck Sharp & Dohme LLC,Injection,Intramuscular,2.0UG,<NA>,N,2021-07-16
125742,"COVID-19 Vaccine, mRNA",Comirnaty,BioNTech Manufacturing GmbH,For Injection,Intramuscular,30UG,N/A,Y,2021-08-23
125742,"COVID-19 Vaccine, mRNA",Comirnaty,BioNTech Manufacturing GmbH,For Injection,Intramuscular,30UG,N/A,Y,2023-09-11
125742,"COVID-19 Vaccine, mRNA",Comirnaty,BioNTech Manufacturing GmbH,For Injection,Intramuscular,10UG,N/A,Y,2025-08-27
125743,"immune globulin intravenous, human-stwk",Alyglo,GC Biopharma Corp.,Injection,Intravenous,10% 100MG/ML,N/A,Y,2023-12-15
125746,ciltacabtagene autoleucel,Carvykti,"Janssen Biotech, Inc.",For Injection,Intravenous,"0.5 to 1.0x10^6 chimeric antigen receptor (CAR)-positive viable T cells per kg of body weight, with a maximum dose of 1x10^8 CAR-positive viable T cells in one infusion",N/A,Y,2022-02-28
125748,"Measles, Mumps and Rubella Vaccine Live",PRIORIX,GlaxoSmithKline Biologicals,For Injection,Subcutaneous,"3.4, 4.2 and 3.3LOG10",N/A,Y,2022-06-03
125752,"COVID-19 Vaccine, mRNA",Spikevax,"ModernaTX, Inc.",Injection,Intramuscular,100UG,N/A,Y,2022-01-31
125752,"COVID-19 Vaccine, mRNA",Spikevax,"ModernaTX, Inc.",Injection,Intramuscular,50UG/0.5mL,N/A,Y,2023-09-11
125752,"COVID-19 Vaccine, mRNA",Spikevax,"ModernaTX, Inc.",Injection,Intramuscular,50UG,N/A,Y,2023-09-11
125752,"COVID-19 Vaccine, mRNA",Spikevax,"ModernaTX, Inc.",Injection,Intramuscular,25UG/0.25mL,N/A,Y,2025-07-09
125755,elivaldogene autotemcel,Skysona,Bluebird Bio Inc.,Injection,Intravenous,2-30 × 10^6 CELL/ML,<NA>,N,2022-09-16
125757,"fecal microbiota spores, live-brpk",Vowst,"Aimmune Therapeutics, Inc.",Capsule,Oral,1X10 LOG 6 AND 3X10 LOG 7CFU/TAB,N/A,Y,2023-04-26
125758,atidarsagene autotemcel,Lenmeldy,Orchard Therapeutics (Europe) Ltd.,Suspension,Intravenous,2 x 10^6 to 11.8 x 10^6CELL/ML,N/A,Y,2024-03-18
125761,"Anthrax Vaccine Adsorbed, Adjuvanted",CYFENDUS,"Emergent Product Development Gaithersburg, Inc.",Injection,Intramuscular,100UG/ML,N/A,Y,2023-07-20
125764,"HPC, Cord Blood",regenecyte,"StemCyte, Inc.",Injection,Intravenous,>/=1.25x10E6 VIABLE CD34+ CELLS/UNIT IN >/=9x10E8 TNCs/UNIT,N/A,Y,2024-11-21
125769,Respiratory Syncytial Virus Vaccine,Abrysvo,Pfizer Inc.,Injection,Intramuscular,120UG,N/A,Y,2023-05-31
125770,"Meningococcal Groups A, B, C, W, and Y Vaccine",PENBRAYA,Pfizer Ireland Pharmaceuticals,Injection,Intramuscular,5UG,N/A,Y,2023-10-20
125771,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",ALTUVIIIO,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,250IU,N/A,Y,2023-02-22
125771,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",ALTUVIIIO,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,500IU,N/A,Y,2023-02-22
125771,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",ALTUVIIIO,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,750IU,N/A,Y,2023-02-22
125771,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",ALTUVIIIO,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,1000IU,N/A,Y,2023-02-22
125771,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",ALTUVIIIO,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,2000IU,N/A,Y,2023-02-22
125771,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",ALTUVIIIO,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,3000IU,N/A,Y,2023-02-22
125771,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein-ehtl",ALTUVIIIO,"Bioverativ Therapeutics, Inc.",For Injection,Intravenous,4000IU,N/A,Y,2023-02-22
125772,etranacogene dezaparvovec-drlb,Hemgenix,CSL Behring LLC,Injection,Intravenous,1X10E13GENOME COPIES/ML,N/A,Y,2022-11-22
125773,Lifileucel,AMTAGVI,"Iovance Biotherapeutics, Inc.",Suspension,Intravenous,7.5x10^9 to 72x10^9Cells,N/A,Y,2024-02-16
125774,beremagene geperpavec-svdt,VYJUVEK,"Krystal Biotech, Inc.",Gel,Topical,5.0x10^9 PFU/mL,N/A,Y,2023-05-19
125775,"Respiratory Syncytial Virus Vaccine, Adjuvanted",Arexvy,GlaxoSmithKline Biologicals,For Injection,Intramuscular,120UG/.5ML,N/A,Y,2023-05-03
125776,"Prothrombin complex concentrate, human-lans",Balfaxar,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,500IU,<NA>,N,2023-07-21
125776,"Prothrombin complex concentrate, human-lans",Balfaxar,Octapharma Pharmazeutika Produktionsges.m.b.H.,For Injection,Intravenous,1000IU,<NA>,N,2023-07-21
125777,"Chikungunya Vaccine, Live",IXCHIQ,Valneva Austria GmbH,For Injection,Intramuscular,3.0 log10 TCID,N/A,Y,2023-11-09
125781,delandistrogene moxeparvovec-rokl,ELEVIDYS,"Sarepta Therapeutics, Inc.",Suspension,Intravenous,1.33 ×10E14 vector genomes (vg)/kg/bodyweight(bw),N/A,Y,2023-06-22
125786,fidanacogene elaparvovec-dzkt,BEQVEZ,Pfizer Inc.,Suspension,Intravenous,1x E13 VG/ML,N/A,Y,2024-04-25
125787,Exagamglogene autotemcel,Casgevy,Vertex Pharmaceuticals Inc,Suspension,Intravenous,4-13 × 10^6 CELL/ML,N/A,Y,2023-12-08
125788,lovotibeglogene autotemcel,LYFGENIA,bluebird bio Inc.,Suspension,Intravenous,1.7-20x10^6CELL/ML,N/A,Y,2023-12-08
125789,afamitresgene autoleucel,tecelra,Adaptimmune LLC,Suspension,Intravenous,2.68 x 10^9 to 10 x 10^9 CELL/ML,N/A,Y,2024-08-01
125795,"ADAMTS13, recombinant-krhn",ADZYNMA,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,500IU,N/A,Y,2023-11-09
125795,"ADAMTS13, recombinant-krhn",ADZYNMA,"Takeda Pharmaceuticals U.S.A., Inc.",For Injection,Intravenous,1500IU,N/A,Y,2023-11-09
125796,Respiratory Syncytial Virus Vaccine,mresvia,"ModernaTX, Inc.",For Injection,Intramuscular,50UG/.5ML,N/A,Y,2024-05-31
125798,revakinagene taroretcel-lwey,encelto,Neurotech Pharmaceuticals Inc.,Implant,Implantation,"200,000-440,000CELLS/IMPLANT",N/A,Y,2025-03-05
125807,Prademagene zamikeracel,zevaskyn,Abeona Therapeutics Inc.,Cellular Sheet,Topical,41.25CM^2,N/A,Y,2025-04-28
125810,"immune globulin intravenous, human-dira",YIMMUGO,YIMMUGO,For Injection,Intravenous,5G/50ML,N/A,Y,2024-06-13
125810,"immune globulin intravenous, human-dira",YIMMUGO,YIMMUGO,For Injection,Intravenous,10G/100ML,N/A,Y,2024-06-13
125810,"immune globulin intravenous, human-dira",YIMMUGO,YIMMUGO,For Injection,Intravenous,20G/200ML,N/A,Y,2024-06-13
125812,acellular tissue engineered vessel-tyod,symvess,Humacyte Global Inc.,Implant,Implantation,"6 MM IN INNER DIAMETER,~42 CM LENGTH",N/A,Y,2024-12-19
125813,Obecabtagene autoleucel,Aucatzyl,"Autolus, Inc.",Suspension,Intravenous,410 × 10^6CAR+ T CELLS TOTAL; DELIVERED AS A SPLIT DOSE IN 3-5 BAGS ON DAY 1 & 10,N/A,Y,2024-11-08
125814,Pneumococcal 21-valent Conjugate Vaccine,CAPVAXIVE,Merck Sharp & Dohme LLC,Injection,Intramuscular,84UG/.5ML,N/A,Y,2024-06-17
125817,"COVID-19 Vaccine, Adjuvanted",NUVAXOVID,"Novavax, Inc.",Injection,Intramuscular,5UG,N/A,Y,2025-05-16
125819,"Meningococcal Groups A, B, C, W and Y Vaccine",PENMENVY,GlaxoSmithKline Biologicals,Injection,Intramuscular,25UG/0.5ML,N/A,Y,2025-02-14
125820,"Chikungunya Vaccine, Recombinant",VIMKUNYA,Bavarian Nordic A/S,Injection,Intramuscular,40UG/0.8ML,N/A,Y,2025-02-14
125832,PAPZIMEOS,PAPZIMEOS,"Precigen, Inc.",For Injection,Subcutaneous,5x10^11PARTICLE UNITS,N/A,Y,2025-08-14
125835,"COVID-19 Vaccine, mRNA",mnexspike,"ModernaTX, Inc.",Injection,Intramuscular,10UG,N/A,Y,2025-05-30
203313,insulin degludec and insulin aspart,Ryzodeg 70/30,Novo Nordisk Inc.,Injection,Subcutaneous,210UNITS/3ML (70UNITS/ML); 90UNIT/3ML (30UNITS/ML),N/A,Y,2015-09-25
203314,insulin degludec,Tresiba,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2015-09-25
203314,insulin degludec,Tresiba,Novo Nordisk Inc.,Injection,Subcutaneous,600UNITS/3ML (200UNITS/ML),N/A,Y,2015-09-25
203314,insulin degludec,Tresiba,Novo Nordisk Inc.,Injection,Subcutaneous,"1,000UNITS/10ML (100UNITS/ML)",N/A,Y,2018-11-21
205692,insulin glargine,Basaglar,Eli Lilly and Company,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2015-12-16
205692,insulin glargine,Basaglar,Eli Lilly and Company,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2019-11-15
205747,insulin lispro,Humalog,Eli Lilly and Company,Injection,Subcutaneous,600UNITS/3ML (200UNITS/ML),N/A,Y,2015-05-26
205747,insulin lispro,Humalog,Eli Lilly and Company,Injection,Subcutaneous,600UNITS/3ML (200UNITS/ML),N/A,Y,2025-05-07
206538,insulin glargine,Toujeo,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,450UNITS/1.5ML (300UNITS/ML),N/A,Y,2015-02-25
206538,insulin glargine,Toujeo,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,900UNITS/3ML (300UNITS/ML),N/A,Y,2018-03-26
208157,insulin human,Myxredlin,Baxter Healthcare Corporation,Injection,Intravenous,100UNITS/100ML (1UNIT/ML),N/A,Y,2019-06-20
208471,lixisenatide,Adlyxin,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,150MCG/3ML (50MCG/ML),N/A,Y,2016-07-27
208471,lixisenatide,Adlyxin,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,300MCG/3ML (100MCG/ML),N/A,Y,2016-07-27
208583,insulin degludec and liraglutide,Xultophy 100/3.6,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML); 10.8MG/3ML (3.6MG/ML),N/A,Y,2016-11-21
208673,insulin glargine and lixisenatide,Soliqua 100/33,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML); 99MCG/3ML (33MCG/ML),N/A,Y,2016-11-21
208751,insulin aspart,Fiasp,Novo Nordisk Inc.,Injection,"Intravenous, Subcutaneous",1000UNITS/10ML (100UNITS/ML),N/A,Y,2017-09-29
208751,insulin aspart,Fiasp,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2017-09-29
208751,insulin aspart,Fiasp,Novo Nordisk Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2018-09-24
208751,insulin aspart,Fiasp,Novo Nordisk Inc.,Injection,Subcutaneous,160UNITS/1.6ML (100UNITS/ML),N/A,Y,2023-06-21
209196,insulin lispro,Admelog,Sanofi-Aventis U.S. LLC,Injection,"Intravenous, Subcutaneous","1,000UNITS/10ML (100UNITS/ML)",N/A,Y,2017-12-11
209196,insulin lispro,Admelog,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2017-12-11
209196,insulin lispro,Admelog,Sanofi-Aventis U.S. LLC,Injection,"Intravenous, Subcutaneous",300UNITS/3ML (100UNITS/ML),N/A,Y,2018-10-19
210089,kit for the preparation of technetium Tc-99m albumin aggregated,Pulmotech MAA,Cis Bio International,For Injectable Suspension,"Intravenous, Intraperitoneal",2MG,N/A,Y,2020-03-20
210605,insulin glargine,Semglee,Mylan Pharmaceuticals Inc.,Injection,Subcutaneous,"1,000UNITS/10ML (100 UNITS/ML)",N/A,Y,2020-06-11
210605,insulin glargine,Semglee,Mylan Pharmaceuticals Inc.,Injection,Subcutaneous,300UNITS/3ML (100UNITS/ML),N/A,Y,2020-06-11
761024,adalimumab-atto,Amjevita,Amgen Inc.,Injection,Subcutaneous,20MG/0.4ML,Humira,N,2016-09-23
761024,adalimumab-atto,Amjevita,Amgen Inc.,Injection,Subcutaneous,40MG/0.8ML,Humira,N,2016-09-23
761024,adalimumab-atto,Amjevita,Amgen Inc.,Injection,Subcutaneous,10MG/0.2ML,Humira,N,2023-04-06
761024,adalimumab-atto,Amjevita,Amgen Inc.,Injection,Subcutaneous,20MG/0.2ML,Humira,N,2023-08-14
761024,adalimumab-atto,Amjevita,Amgen Inc.,Injection,Subcutaneous,40MG/0.4ML,Humira,N,2023-08-14
761024,adalimumab-atto,Amjevita,Amgen Inc.,Injection,Subcutaneous,80MG/0.8ML,Humira,N,2023-08-14
761025,idarucizumab,Praxbind,"Boehringer Ingelheim Pharmaceuticals, Inc.",Injection,Intravenous,2.5G/50ML,N/A,Y,2015-10-16
761028,bevacizumab-awwb,Mvasi,Amgen Inc.,Injection,Intravenous,100MG/4ML (25MG/ML),Avastin,N,2017-09-14
761028,bevacizumab-awwb,Mvasi,Amgen Inc.,Injection,Intravenous,400MG/16ML (25MG/ML),Avastin,N,2017-09-14
761029,daclizumab,Zinbryta,Biogen Inc.,Injection,Subcutaneous,150MG/ML,N/A,Y,2016-05-27
761029,daclizumab,Zinbryta,Biogen Inc.,Injection,Subcutaneous,150MG/ML,N/A,Y,2017-05-26
761032,brodalumab,Siliq,"Bausch Health Ireland, Limited",Injection,Subcutaneous,210MG/1.5ML,N/A,Y,2017-02-15
761033,reslizumab,Cinqair,"Teva Respiratory, LLC",Injection,Intravenous,100MG/10ML (10MG/ML),N/A,Y,2016-03-23
761034,atezolizumab,Tecentriq,"Genentech, Inc.",Injection,Intravenous,"1,200MG/20ML (60MG/ML)",N/A,Y,2016-05-18
761034,atezolizumab,Tecentriq,"Genentech, Inc.",Injection,Intravenous,840MG/14ML (60MG/ML),N/A,Y,2019-03-08
761035,elotuzumab,Empliciti,Bristol-Myers Squibb Company,For Injection,Intravenous,300MG,N/A,Y,2015-11-30
761035,elotuzumab,Empliciti,Bristol-Myers Squibb Company,For Injection,Intravenous,400MG,N/A,Y,2015-11-30
761036,daratumumab,Darzalex,"Janssen Biotech, Inc.",Injection,Intravenous,100MG/5ML,N/A,Y,2015-11-16
761036,daratumumab,Darzalex,"Janssen Biotech, Inc.",Injection,Intravenous,400MG/20ML,N/A,Y,2015-11-16
761037,sarilumab,Kevzara,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,150MG/1.14ML,N/A,Y,2017-05-22
761037,sarilumab,Kevzara,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,200MG/1.14ML,N/A,Y,2017-05-22
761037,sarilumab,Kevzara,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,150MG/1.14ML,N/A,Y,2018-04-13
761037,sarilumab,Kevzara,Sanofi-Aventis U.S. LLC,Injection,Subcutaneous,200MG/1.14ML,N/A,Y,2018-04-13
761038,olaratumab,Lartruvo,Eli Lilly and Company,Injection,Intravenous,500MG/50ML (10MG/ML),N/A,Y,2016-10-19
761038,olaratumab,Lartruvo,Eli Lilly and Company,Injection,Intravenous,190MG/19ML (10MG/ML),N/A,Y,2017-07-10
761039,pegfilgrastim-cbqv,Udenyca,Accord BioPharma Inc.,Injection,Subcutaneous,6MG/0.6ML,Neulasta,N,2018-11-02
761039,pegfilgrastim-cbqv,Udenyca,Accord BioPharma Inc.,Injection,Subcutaneous,6MG/0.6ML,Neulasta,N,2023-03-03
761039,pegfilgrastim-cbqv,Udenyca Onbody,Accord BioPharma Inc.,Injection,Subcutaneous,6MG/0.6ML,Neulasta,N,2023-12-22
761040,inotuzumab ozogamicin,Besponsa,Wyeth Pharmaceuticals LLC,For Injection,Intravenous,0.9MG,N/A,Y,2017-08-17
761042,etanercept-szzs,Erelzi,Sandoz Inc.,Injection,Subcutaneous,25MG/0.5ML,Enbrel,N,2016-08-30
761042,etanercept-szzs,Erelzi,Sandoz Inc.,Injection,Subcutaneous,50MG/ML,Enbrel,N,2016-08-30
761042,etanercept-szzs,Erelzi Sensoready,Sandoz Inc.,Injection,Subcutaneous,50MG/ML,Enbrel,N,2016-08-30
761042,etanercept-szzs,Erelzi,Sandoz Inc.,For Injection,Subcutaneous,25MG,Enbrel,N,2022-11-10
761043,belimumab,Benlysta,GlaxoSmithKline LLC,Injection,Subcutaneous,200MG/ML,N/A,Y,2017-07-20
761044,ustekinumab,Stelara,"Janssen Biotech, Inc.",Injection,Intravenous,130MG/26ML (5MG/ML),N/A,Y,2016-09-23
761045,pegfilgrastim-bmez,Ziextenzo,Sandoz Inc.,Injection,Subcutaneous,6MG/0.6ML,Neulasta,N,2019-11-04
761046,bezlotoxumab,Zinplava,Merck Sharp & Dohme LLC,Injection,Intravenous,"1,000MG/40ML (25MG/ML)",N/A,Y,2016-10-21
761047,vestronidase alfa-vjbk,Mepsevii,Ultragenyx Pharamceutical Inc.,Injection,Intravenous,10MG/5ML (2MG/ML),N/A,Y,2017-11-15
761049,avelumab,Bavencio,"EMD Serono, Inc.",Injection,Intravenous,200MG/10ML (20MG/ML),N/A,Y,2017-03-23
761051,mogamulizumab-kpkc,Poteligeo,"Kyowa Kirin, Inc.",Injection,Intravenous,20MG/5ML (4MG/ML),N/A,Y,2018-08-08
761052,cerliponase alfa,Brineura,BioMarin Pharmaceutical Inc.,Injection,Intraventricular,150MG/5ML (30MG/ML),N/A,Y,2017-04-27
761053,ocrelizumab,Ocrevus,"Genentech, Inc.",Injection,Intravenous,300MG/10ML (30MG/ML),N/A,Y,2017-03-28
761054,infliximab-abda,Renflexis,"Samsung Bioepis Co., Ltd.",For Injection,Intravenous,100MG,Remicade,N,2017-04-21
761055,dupilumab,Dupixent,"Regeneron Pharmaceuticals, Inc.",Injection,Subcutaneous,300MG/2ML,N/A,Y,2017-03-28
761055,dupilumab,Dupixent,"Regeneron Pharmaceuticals, Inc.",Injection,Subcutaneous,200MG/1.14ML,N/A,Y,2018-10-19
761055,dupilumab,Dupixent,"Regeneron Pharmaceuticals, Inc.",Injection,Subcutaneous,300MG/2ML,N/A,Y,2020-06-18
761055,dupilumab,Dupixent,"Regeneron Pharmaceuticals, Inc.",Injection,Subcutaneous,200MG/1.14ML,N/A,Y,2021-06-14
761055,dupilumab,Dupixent,"Regeneron Pharmaceuticals, Inc.",Injection,Subcutaneous,100MG/0.67ML,N/A,Y,2021-10-20
761058,adalimumab-adbm,Cyltezo,"Boehringer Ingelheim Pharmaceuticals, Inc.",Injection,Subcutaneous,40MG/0.8ML,Humira,N,2017-08-25
761058,adalimumab-adbm,Cyltezo,"Boehringer Ingelheim Pharmaceuticals, Inc.",Injection,Subcutaneous,20MG/0.4ML,Humira,N,2018-07-13
761058,adalimumab-adbm,Cyltezo,"Boehringer Ingelheim Pharmaceuticals, Inc.",Injection,Subcutaneous,10MG/0.2ML,Humira,N,2022-03-18
761058,adalimumab-adbm,Cyltezo,"Boehringer Ingelheim Pharmaceuticals, Inc.",Injection,Subcutaneous,40MG/0.8ML,Humira,N,2023-05-18
761058,adalimumab-adbm,Cyltezo,"Boehringer Ingelheim Pharmaceuticals, Inc.",Injection,Subcutaneous,40MG/0.4ML,Humira,N,2024-04-30
761059,adalimumab-bwwd,Hadlima,"Samsung Bioepis Co., Ltd.",Injection,Subcutaneous,40MG/0.8ML,Humira,N,2019-07-23
761059,adalimumab-bwwd,Hadlima,"Samsung Bioepis Co., Ltd.",Injection,Subcutaneous,40MG/0.8ML,Humira,N,2022-06-17
761059,adalimumab-bwwd,Hadlima,"Samsung Bioepis Co., Ltd.",Injection,Subcutaneous,40MG/0.4ML,Humira,N,2022-08-15
761060,gemtuzumab ozogamicin,Mylotarg,Wyeth Pharmaceuticals LLC,For Injection,Intravenous,4.5MG,N/A,Y,2017-09-01
761061,guselkumab,Tremfya,"Janssen Biotech, Inc.",Injection,Subcutaneous,100MG/ML,N/A,Y,2017-07-13
761061,guselkumab,Tremfya,"Janssen Biotech, Inc.",Injection,Subcutaneous,100MG/ML,N/A,Y,2019-01-28
761061,guselkumab,Tremfya,"Janssen Biotech, Inc.",Injection,Subcutaneous,200MG/2ML (100MG/ML),N/A,Y,2024-09-11
761061,guselkumab,Tremfya,"Janssen Biotech, Inc.",Injection,Intravenous,200MG/20ML (10MG/ML),N/A,Y,2024-09-11
761062,romosozumab-aqqg,Evenity,Amgen Inc.,Injection,Subcutaneous,105MG/1.17ML,N/A,Y,2019-04-09
761063,galcanezumab-gnlm,Emgality,Eli Lilly and Company,Injection,Subcutaneous,120MG/ML,N/A,Y,2018-09-27
761063,galcanezumab-gnlm,Emgality,Eli Lilly and Company,Injection,Subcutaneous,100MG/ML,N/A,Y,2019-06-04
761064,rituximab and hyaluronidase human,Rituxan Hycela,"Genentech, Inc.",Injection,Subcutaneous,"1,400MG/11.7ML; 23,400UNITS/11.7ML (120MG/2,000UNITS/ML)",N/A,Y,2017-06-22
761064,rituximab and hyaluronidase human,Rituxan Hycela,"Genentech, Inc.",Injection,Subcutaneous,"1,600MG/13.4ML; 26,800UNITS/13.4ML (120MG/2,000UNITS/ML)",N/A,Y,2017-06-22
761065,ibalizumab-uiyk,Trogarzo,Theratechnologies Inc.,Injection,Intravenous,200MG/1.33ML (150MG/ML),N/A,Y,2018-03-06
761066,etanercept-ykro,Eticovo,"Samsung Bioepis Co., Ltd.",Injection,Subcutaneous,50MG/ML,Enbrel,N,2019-04-25
761066,etanercept-ykro,Eticovo,"Samsung Bioepis Co., Ltd.",Injection,Subcutaneous,25MG/0.5ML,Enbrel,N,2019-04-25
761066,etanercept-ykro,Eticovo,"Samsung Bioepis Co., Ltd.",Injection,Subcutaneous,50MG/ML,Enbrel,N,2024-05-03
761067,tildrakizumab-asmn,Ilumya,Sun Pharmaceutical Industries Limited,Injection,Subcutaneous,100MG/ML,N/A,Y,2018-03-20
761068,burosumab-twza,Crysvita,"Kyowa Kirin, Inc.",Injection,Subcutaneous,10MG/ML,N/A,Y,2018-04-17
761068,burosumab-twza,Crysvita,"Kyowa Kirin, Inc.",Injection,Subcutaneous,20MG/ML,N/A,Y,2018-04-17
761068,burosumab-twza,Crysvita,"Kyowa Kirin, Inc.",Injection,Subcutaneous,30MG/ML,N/A,Y,2018-04-17
761069,durvalumab,Imfinzi,AstraZeneca UK Ltd,Injection,Intravenous,500MG/10ML (50MG/ML),N/A,Y,2017-05-01
761069,durvalumab,Imfinzi,AstraZeneca UK Ltd,Injection,Intravenous,120MG/2.4ML (50MG/ML),N/A,Y,2017-05-01
761070,benralizumab,Fasenra,AstraZeneca AB,Injection,Subcutaneous,30MG/ML,N/A,Y,2017-11-14
761070,benralizumab,Fasenra,AstraZeneca AB,Injection,Subcutaneous,30MG/ML,N/A,Y,2019-10-03
761070,benralizumab,Fasenra,AstraZeneca AB,Injection,Subcutaneous,10MG/0.5ML,N/A,Y,2024-04-05
761071,adalimumab-adaz,Hyrimoz,Sandoz Inc.,Injection,Subcutaneous,40MG/0.8ML,Humira,N,2018-10-30
761071,adalimumab-adaz,Hyrimoz,Sandoz Inc.,Injection,Subcutaneous,10MG/0.2ML,Humira,N,2022-03-28
