ApplNo,ProductNo,TradeName,ActiveIngredient,Strength,DosageForm,Route,MarketingStatus,TECode,ReferenceListedDrugFlag,ReferenceStandardFlag,ApplicantName,ApplType,ApplStatus,FirstApprovalDate
012750,001,LIBRAX,CHLORDIAZEPOXIDE HYDROCHLORIDE; CLIDINIUM BROMIDE,5MG;2.5MG,CAPSULE,ORAL,RX,AB,Y,Y,BAUSCH HEALTH US LLC,N,Active,1982-01-01
085475,001,LIBRIUM,CHLORDIAZEPOXIDE HYDROCHLORIDE,25MG,CAPSULE,ORAL,RX,AB,Y,N,BAUSCH HEALTH US LLC,A,Active,1982-01-01
085461,001,LIBRIUM,CHLORDIAZEPOXIDE HYDROCHLORIDE,5MG,CAPSULE,ORAL,RX,AB,Y,N,VALEANT PHARMACEUTICALS INTERNATIONAL,A,Active,1982-01-01
012249,002,LIBRIUM,CHLORDIAZEPOXIDE HYDROCHLORIDE,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,CAPSULE,ORAL,DISCN,,Y,N,VALEANT PHARMACEUTICALS INTERNATIONAL,N,Discontinued,1982-01-01
085472,001,LIBRIUM,CHLORDIAZEPOXIDE HYDROCHLORIDE,10MG,CAPSULE,ORAL,RX,AB,Y,N,VALEANT PHARMACEUTICALS INTERNATIONAL,A,Active,1982-01-01
012249,001,LIBRIUM,CHLORDIAZEPOXIDE HYDROCHLORIDE,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,CAPSULE,ORAL,DISCN,,Y,N,VALEANT PHARMACEUTICALS INTERNATIONAL,N,Discontinued,1982-01-01
012249,003,LIBRIUM,CHLORDIAZEPOXIDE HYDROCHLORIDE,25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,CAPSULE,ORAL,DISCN,,Y,N,VALEANT PHARMACEUTICALS INTERNATIONAL,N,Discontinued,1982-01-01
209611,001,LINACLOTIDE,LINACLOTIDE,145MCG,CAPSULE,ORAL,DISCN,,N,N,AUROBINDO PHARMA LTD,A,Discontinued,2023-02-07
209611,002,LINACLOTIDE,LINACLOTIDE,290MCG,CAPSULE,ORAL,DISCN,,N,N,AUROBINDO PHARMA LTD,A,Discontinued,2023-02-07
209564,001,LINACLOTIDE,LINACLOTIDE,145MCG,CAPSULE,ORAL,DISCN,,N,N,MYLAN PHARMACEUTICALS INC,A,Discontinued,2021-02-09
209564,002,LINACLOTIDE,LINACLOTIDE,290MCG,CAPSULE,ORAL,DISCN,,N,N,MYLAN PHARMACEUTICALS INC,A,Discontinued,2021-02-09
050316,001,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,EQ 250MG BASE,CAPSULE,ORAL,DISCN,,N,N,PHARMACIA AND UPJOHN CO,N,Discontinued,1982-01-01
050316,002,LINCOCIN,LINCOMYCIN HYDROCHLORIDE,EQ 500MG BASE,CAPSULE,ORAL,DISCN,,N,N,PHARMACIA AND UPJOHN CO,N,Discontinued,1982-01-01
202811,003,LINZESS,LINACLOTIDE,72MCG,CAPSULE,ORAL,RX,,Y,Y,ABBVIE INC,N,Active,2012-08-30
202811,001,LINZESS,LINACLOTIDE,145MCG,CAPSULE,ORAL,RX,,Y,Y,ABBVIE INC,N,Active,2012-08-30
202811,002,LINZESS,LINACLOTIDE,290MCG,CAPSULE,ORAL,RX,,Y,N,ABBVIE INC,N,Active,2012-08-30
019304,001,LIPIDIL,FENOFIBRATE,100MG,CAPSULE,ORAL,DISCN,,N,N,ABBVIE INC,N,Discontinued,1993-12-31
021612,001,LIPOFEN,FENOFIBRATE,50MG,CAPSULE,ORAL,RX,,Y,N,CIPHER PHARMACEUTICALS INC,N,Active,2006-01-11
021612,002,LIPOFEN,FENOFIBRATE,100MG,CAPSULE,ORAL,DISCN,,N,N,CIPHER PHARMACEUTICALS INC,N,Active,2006-01-11
021612,003,LIPOFEN,FENOFIBRATE,150MG,CAPSULE,ORAL,RX,,Y,Y,CIPHER PHARMACEUTICALS INC,N,Active,2006-01-11
202802,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,ACTAVIS ELIZABETH LLC,A,Active,2023-08-25
202802,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,ACTAVIS ELIZABETH LLC,A,Active,2023-08-25
202802,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,ACTAVIS ELIZABETH LLC,A,Active,2023-08-25
202802,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,ACTAVIS ELIZABETH LLC,A,Active,2023-08-25
202802,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,ACTAVIS ELIZABETH LLC,A,Active,2023-08-25
202802,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,ACTAVIS ELIZABETH LLC,A,Active,2023-08-25
202802,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,ACTAVIS ELIZABETH LLC,A,Active,2023-08-25
217194,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,ALKEM LABORATORIES LTD,A,Active,2023-08-25
217194,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,ALKEM LABORATORIES LTD,A,Active,2023-08-25
217194,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,ALKEM LABORATORIES LTD,A,Active,2023-08-25
217194,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,ALKEM LABORATORIES LTD,A,Active,2023-08-25
217194,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,ALKEM LABORATORIES LTD,A,Active,2023-08-25
217194,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,ALKEM LABORATORIES LTD,A,Active,2023-08-25
217194,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,ALKEM LABORATORIES LTD,A,Active,2023-08-25
202830,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS LLC,A,Active,2023-08-25
202830,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS LLC,A,Active,2023-08-25
202830,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS LLC,A,Active,2023-08-25
202830,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS LLC,A,Active,2023-08-25
202830,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS LLC,A,Active,2023-08-25
202830,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,AMNEAL PHARMACEUTICALS LLC,A,Active,2023-08-25
216944,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,APOTEX INC,A,Active,2023-08-25
216944,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,APOTEX INC,A,Active,2023-08-25
216944,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,APOTEX INC,A,Active,2023-08-25
216944,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,APOTEX INC,A,Active,2023-08-25
216944,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,APOTEX INC,A,Active,2023-08-25
216944,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,APOTEX INC,A,Active,2023-08-25
216944,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,APOTEX INC,A,Active,2023-08-25
217442,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,ASCENT PHARMACEUTICALS INC,A,Active,2023-08-25
217442,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,ASCENT PHARMACEUTICALS INC,A,Active,2023-08-25
217442,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,ASCENT PHARMACEUTICALS INC,A,Active,2023-08-25
217442,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,ASCENT PHARMACEUTICALS INC,A,Active,2023-08-25
217442,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,ASCENT PHARMACEUTICALS INC,A,Active,2023-08-25
217442,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,ASCENT PHARMACEUTICALS INC,A,Active,2023-08-25
217442,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,ASCENT PHARMACEUTICALS INC,A,Active,2023-08-25
218604,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,ELITE LABORATORIES INC,A,Active,2024-11-15
218604,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,ELITE LABORATORIES INC,A,Active,2024-11-15
218604,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,ELITE LABORATORIES INC,A,Active,2024-11-15
218604,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,ELITE LABORATORIES INC,A,Active,2024-11-15
218604,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,ELITE LABORATORIES INC,A,Active,2024-11-15
218604,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,ELITE LABORATORIES INC,A,Active,2024-11-15
218604,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,ELITE LABORATORIES INC,A,Active,2024-11-15
218987,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,GRANULES PHARMACEUTICALS INC,A,Active,2025-01-29
218987,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,GRANULES PHARMACEUTICALS INC,A,Active,2025-01-29
218987,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,GRANULES PHARMACEUTICALS INC,A,Active,2025-01-29
218987,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,GRANULES PHARMACEUTICALS INC,A,Active,2025-01-29
218987,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,GRANULES PHARMACEUTICALS INC,A,Active,2025-01-29
218987,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,GRANULES PHARMACEUTICALS INC,A,Active,2025-01-29
218987,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,GRANULES PHARMACEUTICALS INC,A,Active,2025-01-29
202827,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,HIKMA PHARMACEUTICALS USA INC,A,Active,2023-08-25
202827,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,HIKMA PHARMACEUTICALS USA INC,A,Active,2023-08-25
202827,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,HIKMA PHARMACEUTICALS USA INC,A,Active,2023-08-25
202827,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,HIKMA PHARMACEUTICALS USA INC,A,Active,2023-08-25
202827,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,HIKMA PHARMACEUTICALS USA INC,A,Active,2023-08-25
202827,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,HIKMA PHARMACEUTICALS USA INC,A,Active,2023-08-25
202827,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,HIKMA PHARMACEUTICALS USA INC,A,Active,2023-08-25
215802,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,LANNETT CO INC,A,Active,2023-08-25
215802,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,LANNETT CO INC,A,Active,2023-08-25
215802,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,LANNETT CO INC,A,Active,2023-08-25
215802,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,LANNETT CO INC,A,Active,2023-08-25
215802,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,LANNETT CO INC,A,Active,2023-08-25
215802,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,LANNETT CO INC,A,Active,2023-08-25
215802,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,LANNETT CO INC,A,Active,2023-08-25
202835,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,MYLAN PHARMACEUTICALS INC,A,Active,2023-08-25
202835,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,MYLAN PHARMACEUTICALS INC,A,Active,2023-08-25
202835,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,MYLAN PHARMACEUTICALS INC,A,Active,2023-08-25
202835,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,MYLAN PHARMACEUTICALS INC,A,Active,2023-08-25
202835,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,MYLAN PHARMACEUTICALS INC,A,Active,2023-08-25
202835,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,MYLAN PHARMACEUTICALS INC,A,Active,2023-08-25
202835,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,MYLAN PHARMACEUTICALS INC,A,Active,2023-08-25
214547,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,NORWICH PHARMACEUTICALS INC,A,Active,2023-08-25
214547,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,NORWICH PHARMACEUTICALS INC,A,Active,2023-08-25
214547,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,NORWICH PHARMACEUTICALS INC,A,Active,2023-08-25
214547,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,NORWICH PHARMACEUTICALS INC,A,Active,2023-08-25
214547,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,NORWICH PHARMACEUTICALS INC,A,Active,2023-08-25
214547,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,NORWICH PHARMACEUTICALS INC,A,Active,2023-08-25
214547,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,NORWICH PHARMACEUTICALS INC,A,Active,2023-08-25
216266,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2023-08-25
216266,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2023-08-25
216266,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2023-08-25
216266,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2023-08-25
216266,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2023-08-25
216266,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2023-08-25
216266,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2023-08-25
215330,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,RHODES PHARMACEUTICALS LP,A,Active,2023-08-25
215330,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,RHODES PHARMACEUTICALS LP,A,Active,2023-08-25
215330,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,RHODES PHARMACEUTICALS LP,A,Active,2023-08-25
215330,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,RHODES PHARMACEUTICALS LP,A,Active,2023-08-25
215330,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,RHODES PHARMACEUTICALS LP,A,Active,2023-08-25
215330,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,RHODES PHARMACEUTICALS LP,A,Active,2023-08-25
215330,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,RHODES PHARMACEUTICALS LP,A,Active,2023-08-25
202836,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,SANDOZ INC,A,Active,2024-07-26
202836,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,SANDOZ INC,A,Active,2024-07-26
202836,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,SANDOZ INC,A,Active,2024-07-26
202836,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,SANDOZ INC,A,Active,2024-07-26
202836,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,SANDOZ INC,A,Active,2024-07-26
202836,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,SANDOZ INC,A,Active,2024-07-26
202836,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,SANDOZ INC,A,Active,2024-07-26
211840,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,SPECGX LLC,A,Active,2023-08-25
211840,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,SPECGX LLC,A,Active,2023-08-25
211840,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,SPECGX LLC,A,Active,2023-08-25
211840,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,SPECGX LLC,A,Active,2023-08-25
211840,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,SPECGX LLC,A,Active,2023-08-25
211840,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,SPECGX LLC,A,Active,2023-08-25
211840,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,SPECGX LLC,A,Active,2023-08-25
214484,001,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,10MG,CAPSULE,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES INC,A,Active,2023-08-25
214484,002,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,20MG,CAPSULE,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES INC,A,Active,2023-08-25
214484,003,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,30MG,CAPSULE,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES INC,A,Active,2023-08-25
214484,004,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,40MG,CAPSULE,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES INC,A,Active,2023-08-25
214484,005,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,50MG,CAPSULE,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES INC,A,Active,2023-08-25
214484,006,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,60MG,CAPSULE,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES INC,A,Active,2023-08-25
214484,007,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,70MG,CAPSULE,ORAL,RX,AB,N,N,SUN PHARMACEUTICAL INDUSTRIES INC,A,Active,2023-08-25
215830,001,LITFULO,RITLECITINIB TOSYLATE,EQ 50MG BASE,CAPSULE,ORAL,RX,,Y,Y,PFIZER INC,N,Active,2023-06-23
076823,001,LITHIUM CARBONATE,LITHIUM CARBONATE,150MG,CAPSULE,ORAL,DISCN,,N,N,ABLE LABORATORIES INC,A,Discontinued,2004-06-29
076121,001,LITHIUM CARBONATE,LITHIUM CARBONATE,300MG,CAPSULE,ORAL,DISCN,,N,N,ABLE LABORATORIES INC,A,Discontinued,2001-09-27
076823,002,LITHIUM CARBONATE,LITHIUM CARBONATE,300MG,CAPSULE,ORAL,DISCN,,N,N,ABLE LABORATORIES INC,A,Discontinued,2004-06-29
076823,003,LITHIUM CARBONATE,LITHIUM CARBONATE,600MG,CAPSULE,ORAL,DISCN,,N,N,ABLE LABORATORIES INC,A,Discontinued,2004-06-29
